pārbaudījums nosaukums,Izglītības iestāde,Kopvērtējums,Kārtotāju skaits
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mērsraga vidusskola,57.48,21
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mežāres pamatskola,56.08,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mežciema pamatskola,70.67,43
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mežinieku pamatskola,61.71,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mežvidu pamatskola,75.59,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Misas pamatskola,61.83,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Mores pamatskola,61.65,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Murjāņu sporta ģimnāzija,54.00,30
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Naujenes pamatskola,64.71,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Naukšēnu vidusskola,46.74,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Nautrēnu vidusskola,63.59,19
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Neretas Jāņa Jaunsudrabiņa vidusskola,58.24,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Nīcas vidusskola,68.60,26
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Nīgrandes pagasta Kalnu vidusskola,63.18,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Nīkrāces pamatskola,58.17,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Nītaures mūzikas un mākslas pamatskola,69.71,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,O.Kalpaka Rīgas Tautas daiļamatu pamatskola,57.06,40
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ogres 1. vidusskola,65.82,105
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ogres Valsts ģimnāzija,60.43,115
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ogresgala pamatskola,67.14,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ojāra Vācieša Gaujienas pamatskola,62.62,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Olaines 1. vidusskola,56.02,57
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Olaines 2. vidusskola,45.45,65
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Oskara Kalpaka Liepājas 15. vidusskola,52.62,70
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ozolnieku vidusskola,59.49,44
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pāles pamatskola,54.25,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Palsmanes pamatskola,61.68,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Pamatskola ""Rīdze""",73.39,53
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pamūšas speciālā pamatskola,45.88,2
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pastendes pamatskola,69.23,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pāvilostas pamatskola,80.67,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pededzes pamatskola,56.64,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pelēču pamatskola,41.37,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Penkules pamatskola,60.44,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pildas pamatskola,62.88,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pilsrundāles vidusskola,58.55,26
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Piltenes pamatskola,57.65,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pļaviņu vidusskola,54.93,39
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Popes pamatskola,62.75,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Praulienas pamatskola,55.76,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Preiļu 1. pamatskola,60.59,34
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Preiļu 2. vidusskola,52.06,16
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Priekules vidusskola,58.42,29
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Priekuļu vidusskola,58.16,48
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Priežmalas pamatskola,82.75,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā pamatskola ""Gaismas tilts 97""",65.55,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā pamatskola ""Maksima""",67.65,2
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Privātā pamatskola ZAĻĀ SKOLA,49.80,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Privātā Rīgas Tehnolingvistiskā ģimnāzija,75.29,2
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""Citruss""",62.35,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""INNOVA""",72.06,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""Klasika""",57.41,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""Laisma""",77.21,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""Patnis""",75.29,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātā vidusskola ""Templum""",87.06,1
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Privātā vidusskola Ādažu Brīvā Valdorfa skola,66.73,25
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Privātskola ""Latreia""",76.15,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pūņu pamatskola,64.37,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pūres pamatskola,68.24,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Puškina licejs,58.72,46
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Pušmucovas pamatskola,38.43,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Puzes pamatskola,77.25,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rāmuļu pamatskola,44.12,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Randenes pamatskola,72.27,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rankas pamatskola,49.02,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Raunas pamatskola,58.74,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rekavas vidusskola,69.41,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Remtes pamatskola,59.22,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rencēnu pamatskola,63.01,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes 2. vidusskola,69.25,45
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes 3. vidusskola,63.09,35
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes 4. vidusskola,70.35,20
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes 5. vidusskola,59.03,39
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes 6. pamatskola,62.50,63
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes Katoļu vidusskola,67.90,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes pamatskola-attīstības centrs,47.25,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes Valsts 1. ģimnāzija,69.60,92
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēzeknes valsts poļu ģimnāzija,63.36,42
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rēznas pamatskola,60.59,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Riebiņu vidusskola,59.46,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 1. Kristīgā pamatskola,66.07,19
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 1. Tālmācības vidusskola,58.66,110
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 10. vidusskola,58.86,60
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 13. vidusskola,64.49,54
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 14. vidusskola,65.35,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 15. vidusskola,85.97,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 18. vidusskola,54.76,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 21. vidusskola,66.56,38
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 22. vidusskola,69.95,52
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 25. vidusskola,57.36,78
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 28. vidusskola,56.00,15
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 31. vidusskola,61.28,34
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 33. vidusskola,61.63,49
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 34. vidusskola,65.02,108
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 40. vidusskola,64.23,69
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 41. vidusskola,59.17,65
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 45. vidusskola,66.72,72
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 46. vidusskola,69.74,32
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 47. vidusskola,48.39,30
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 49. vidusskola,65.12,91
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 51. vidusskola,57.44,39
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 6. vidusskola,65.61,78
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 63. vidusskola,48.64,47
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 64. vidusskola,68.09,121
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 65. pamatskola,64.24,20
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 66. vidusskola,60.16,15
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 69. pamatskola,69.34,32
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 71. vidusskola,51.18,46
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 72. vidusskola,62.24,100
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 74. vidusskola,61.29,51
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 75. vidusskola,59.12,36
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 80. vidusskola,58.38,45
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 84. vidusskola,65.46,89
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 85. vidusskola,61.05,28
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 86. vidusskola,54.75,30
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 88. vidusskola,62.14,107
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 89. vidusskola,67.84,45
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 9. vidusskola,54.12,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 92. vidusskola,55.64,47
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 93. vidusskola,54.22,48
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 95. vidusskola,62.27,81
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas 96. vidusskola,53.27,64
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Angļu ģimnāzija,53.98,86
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Anniņmuižas vidusskola,60.41,43
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Arkādijas vidusskola,50.89,62
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Austrumu pamatskola,50.35,20
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Baltmuižas pamatskola,55.19,33
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Bolderājas Jaunā pamatskola,58.15,21
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Centra daiļamatniecības pamatskola,66.43,28
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Centra humanitārā vidusskola,67.53,87
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Čiekurkalna pamatskola,53.67,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Daugavas pamatskola,35.29,1
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Daugavgrīvas vidusskola,62.55,30
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Doma kora skola,64.98,17
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Franču licejs,68.25,71
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Hanzas vidusskola,70.90,68
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Igauņu pamatskola,70.17,28
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Imantas vidusskola,59.15,68
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Itas Kozakēvičas Poļu vidusskola,66.52,22
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Juglas vidusskola,61.59,117
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Katoļu ģimnāzija,71.34,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Ķengaraga vidusskola,59.85,39
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Kultūru vidusskola,57.57,59
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Lietuviešu vidusskola,59.38,34
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Natālijas Draudziņas vidusskola ,58.38,77
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Ostvalda vidusskola,58.96,67
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Pārdaugavas pamatskola,48.64,35
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Pļavnieku pamatskola,59.30,49
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Purvciema vidusskola,62.43,96
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Raiņa vidusskola,60.04,31
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Reinholda Šmēlinga vidusskola,52.46,17
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Reinholda Šmēlinga vidusskolas struktūrvienība - Rīgas Centrālcietums,44.56,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Rīnūžu vidusskola,63.77,44
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Sergeja Žoltoka pamatskola,56.05,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Tālmācības vidusskola,56.52,67
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Teikas vidusskola,65.07,102
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Ukraiņu vidusskola,76.61,17
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valdorfskola,52.84,58
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valsts 1. ģimnāzija,86.11,117
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valsts 2. ģimnāzija,77.60,117
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valsts 3. ģimnāzija,77.95,59
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valsts klasiskā ģimnāzija,71.23,130
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Valsts vācu ģimnāzija,68.94,83
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Ziepniekkalna vidusskola,47.76,57
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rīgas Zolitūdes ģimnāzija,76.73,95
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Robežnieku pamatskola,53.53,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rojas vidusskola,61.28,33
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ropažu vidusskola,64.27,35
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rožupes pamatskola,61.37,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rubas pamatskola,66.08,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rubenes pamatskola,56.27,12
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rubeņu pamatskola,66.67,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rucavas pamatskola,79.22,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rudzātu vidusskola,64.96,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rugāju vidusskola,62.77,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rūjienas vidusskola,59.51,29
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Rušonas pamatskola,55.76,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Š. Dubnova Rīgas Ebreju vidusskola,72.94,12
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sabiles pamatskola,58.97,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sakstagala Jāņa Klīdzēja pamatskola,50.59,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salacgrīvas vidusskola,60.50,33
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salas pamatskola,74.71,2
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salas vidusskola,73.00,21
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",67.65,92
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salaspils pamatskola,50.04,54
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Saldus pamatskola,61.89,46
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Saldus vidusskola,57.75,58
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salgales pamatskola,49.06,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salienas vidusskola,75.29,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Salnavas pamatskola,82.06,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Saulkrastu novada vidusskola,62.56,51
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Seces pamatskola,73.45,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sējas pamatskola,52.24,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sesavas pamatskola,50.59,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Siguldas 1. pamatskola,58.47,46
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Siguldas pilsētas vidusskola,59.60,50
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Siguldas Valsts ģimnāzija,73.69,94
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sikšņu pamatskola,53.88,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Silenes pamatskola,79.06,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Skaistkalnes vidusskola,63.38,16
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Šķibes pamatskola,55.61,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Skrundas vidusskola,61.94,34
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Skujenes pamatskola,53.24,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Smārdes pamatskola,57.96,19
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Smiltenes vidusskola,59.85,70
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",43.53,2
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Špoģu vidusskola,62.24,31
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Stacijas pamatskola,63.82,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Staiceles pamatskola,67.39,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Stāķu pamatskola,62.75,6
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Stalbes pamatskola,50.95,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Staļģenes vidusskola,56.19,17
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Stelpes pamatskola,59.16,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Stopiņu pamatskola,69.92,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Straupes pamatskola,71.47,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Strautiņu pamatskola,59.18,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Strenču pamatskola,59.25,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Suntažu vidusskola,56.86,15
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sūnu pamatskola,63.89,13
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Sventes vidusskola,83.53,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Svētes pamatskola,47.41,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Tālmācības vidusskola ""Rīgas 1. vidusskola""",45.37,102
Eksāmens Latvijas vēsturē 9.klasei 9. klase,"Tālmācības vidusskola ""Rīgas Komercskola""",60.46,64
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Talsu 2. vidusskola,62.12,82
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Talsu Kristīgā vidusskola,77.30,27
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Talsu novada vidusskola,47.39,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Talsu pamatskola,57.22,25
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Talsu Valsts ģimnāzija,67.68,64
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tārgales pamatskola,59.19,16
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Taurupes pamatskola,62.06,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Teteles pamatskola,58.29,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tilžas vidusskola,63.06,5
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tirzas pamatskola,56.59,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tiskādu vidusskola,59.29,15
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Torņakalna Privātā vidusskola,76.03,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Trikātas pamatskola,73.45,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tukuma 2. vidusskola,61.67,57
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tukuma 3. pamatskola,54.71,22
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tukuma E. Birznieka-Upīša 1. pamatskola,61.82,22
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tukuma Raiņa Valsts ģimnāzija,67.79,66
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Tumes pamatskola,45.36,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Turlavas pamatskola,56.86,9
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ugāles vidusskola,58.76,18
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Ulbrokas vidusskola,58.41,77
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Umurgas pamatskola,61.03,8
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Universum mūzikas un mākslas vidusskola,65.55,14
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Užavas pamatskola,56.81,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Uzvaras pamatskola,63.85,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,V. Plūdoņa Kuldīgas vidusskola,57.06,58
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vaboles vidusskola,69.41,10
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vaiņodes vidusskola,58.26,23
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valdemārpils vidusskola,60.39,15
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valkas Jāņa Cimzes ģimnāzija,53.07,46
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valles pamatskola,54.12,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valmieras 2. vidusskola,60.90,38
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valmieras 5. vidusskola,58.56,22
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valmieras Pārgaujas Valsts ģimnāzija,56.73,114
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valmieras Valsts ģimnāzija,68.66,74
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Valmieras Viestura vidusskola,58.84,56
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vānes pamatskola,55.69,3
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vangažu vidusskola,54.64,36
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Varakļānu vidusskola,69.61,24
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Variņu pamatskola,65.55,7
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vārkavas vidusskola,54.65,11
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vārmes pamatskola,57.94,4
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vecpiebalgas vidusskola,47.01,23
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vecsaules pamatskola,57.79,16
Eksāmens Latvijas vēsturē 9.klasei 9. klase,Vecumnieku vidusskola,66.94,30
