Novads/republikas pilsēta,Iestādes reģistrācijas Nr.,Iestādes nosaukums,Iestādes veids,Iestādes tips,Pakļautība,Adreses ATVK kods,Pedagogu skaits (unikālie PK),"Pedagoģisko amatu vietu skaits, no tiem:",Arodmācības skolotājs/amatmācības skolotājs,Direktora vietnieks (izglītības jomā),Direktors (izglītības jomā),Diriģents,Horeogrāfs,Interešu izglītības skolotājs,"Internāta, dienesta viesnīcas skolotājs",Izglītības iestādes bibliotekārs,Izglītības iestādes bibliotekārs (ceturtā un trešā līmeņa kvalifikācija),Izglītības iestādes muzeju pedagogs,Izglītības metodiķis,Izglītības psihologs,Koncertmeistars,Pagarinātās dienas grupas skolotājs,Pamatdarbības struktūrvienības vadītāja vietnieks/ direktora vietnieks (izglītības jomā),Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (izglītības jomā),Pedagoga palīgs,Pedagogs karjeras konsultants,Pirmsskolas izglītības metodiķis,Pirmsskolas izglītības mūzikas skolotājs,Pirmsskolas izglītības skolotājs,Pirmsskolas izglītības sporta skolotājs,Profesionālās ievirzes skolotājs,Profesionālās izglītības skolotājs,Sākumizglītības skolotājs,Skolas direktora vietnieks,Skolas direktors,Skolotājs baleta mākslinieks,Skolotājs logopēds,Skolotājs mentors,Sociālais pedagogs,Speciālais pedagogs,Speciālās izglītības skolotājs,Sporta organizators,Sporta treneris,Sporta treneris ,Vadītāja vietnieks (izglītības jomā),Vadītāja vietnieks/direktora vietnieks (izglītības jomā),Vadītājs (izglītības jomā),Vadītājs/direktors (izglītības jomā),Vispārējās pamatizglītības skolotājs,Vispārējās vidējās izglītības skolotājs
RĪGA,3601802839,"Privātā pirmsskolas izglītības iestāde ""Ķenguriņš""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
RĪGA,3601802858,"Privātā pirmsskolas izglītības iestāde ""Montesori bērnu māja ""Darbīgās rociņas""""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,5,5,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,
RĪGA,3601802944,"Privātā pirmsskolas izglītības iestāde ""Puķuzirnis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601802945,"Privātā pirmsskolas izglītības iestāde ""Mans lācis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,11,11,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,1,,
RĪGA,3601802947,"Privātā pirmsskolas izglītības iestāde ""Maziņš ES""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601802963,"Privātā pirmsskolas izglītības iestāde ""Zeltābele""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,8,9,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,1,,
RĪGA,3601802964,"Privātā pirmsskolas izglītības iestāde ""Pērļu māja""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,4,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601802976,"Privātā pirmsskolas izglītības iestāde ""Rotaļkāre""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,2,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,
RĪGA,3601803016,"Privātā pirmsskolas izglītības iestāde ""Bruņurupučuks""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,3,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601803063,"Pirmsskolas izglītības iestāde Montessori izglītības un attīstības centrs ""Kates skola""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601803065,"Pirmsskolas izglītības iestāde ""Attīstības centrs ģimenei""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,3,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601803080,"Privātā pirmsskolas izglītības iestāde ""Kukaramba""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
RĪGA,3601803116,"Privātā pirmsskolas izglītības iestāde ""Cipatiņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,010000,7,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,
